V6,V10,V12,V13,V14,V15,Class
64.0,11,586.0,1,-1.0,0,2
163.0,16,803.0,1,-1.0,0,2
409.0,8,165.0,1,97.0,4,2
-350.0,30,149.0,1,-1.0,0,1
6.0,7,109.0,1,367.0,1,1
130.0,30,139.0,2,-1.0,0,1
1236.0,14,335.0,4,-1.0,0,2
2470.0,31,227.0,1,-1.0,0,2
814.0,28,1387.0,1,-1.0,0,2
705.0,17,544.0,1,-1.0,0,2
111.0,12,179.0,2,-1.0,0,1
5086.0,25,213.0,4,-1.0,0,2
1857.0,13,295.0,4,187.0,6,2
47.0,3,69.0,3,-1.0,0,1
441.0,8,106.0,1,-1.0,0,1
122.0,8,160.0,1,-1.0,0,1
0.0,13,562.0,2,-1.0,0,2
-94.0,2,185.0,1,252.0,2,1
-22.0,26,748.0,3,-1.0,0,2
8304.0,9,456.0,2,275.0,9,2
1501.0,24,187.0,1,-1.0,0,1
127.0,17,76.0,1,-1.0,0,1
7179.0,6,31.0,8,-1.0,0,1
4675.0,12,181.0,3,-1.0,0,2
530.0,7,57.0,1,-1.0,0,1
254.0,9,183.0,2,294.0,2,2
9077.0,15,139.0,1,-1.0,0,1
2185.0,19,167.0,4,-1.0,0,1
688.0,1,233.0,2,133.0,1,1
1152.0,7,260.0,13,-1.0,0,1
78.0,13,630.0,3,371.0,3,1
5.0,10,829.0,5,-1.0,0,2
17.0,6,72.0,1,-1.0,0,1
0.0,26,245.0,3,-1.0,0,1
279.0,28,399.0,3,-1.0,0,2
951.0,19,220.0,2,-1.0,0,1
3904.0,4,250.0,2,187.0,2,2
388.0,5,730.0,2,-1.0,0,1
1657.0,28,872.0,1,-1.0,0,2
0.0,20,45.0,4,-1.0,0,1
3889.0,19,265.0,2,-1.0,0,1
802.0,6,686.0,2,-1.0,0,2
117.0,9,147.0,1,-1.0,0,1
316.0,26,642.0,2,-1.0,0,2
-713.0,4,525.0,2,-1.0,0,2
38.0,9,42.0,1,-1.0,0,1
796.0,23,427.0,1,182.0,2,2
1529.0,18,41.0,1,-1.0,0,1
536.0,15,244.0,1,105.0,1,2
1404.0,2,85.0,2,-1.0,0,1
124.0,14,604.0,4,366.0,2,2
276.0,16,218.0,2,-1.0,0,1
534.0,1,177.0,2,-1.0,0,2
8295.0,5,207.0,1,-1.0,0,2
3219.0,24,151.0,1,-1.0,0,2
129.0,15,218.0,2,181.0,1,2
0.0,24,60.0,1,-1.0,0,1
12026.0,27,251.0,1,-1.0,0,2
326.0,22,326.0,1,-1.0,0,2
392.0,4,110.0,1,208.0,2,1
0.0,26,208.0,2,-1.0,0,1
243.0,17,31.0,3,338.0,5,1
859.0,21,710.0,1,-1.0,0,2
70.0,1,263.0,1,-1.0,0,2
597.0,20,943.0,3,-1.0,0,2
674.0,17,170.0,5,-1.0,0,2
1646.0,5,172.0,3,92.0,8,2
4.0,30,268.0,1,261.0,5,2
142.0,13,459.0,1,-1.0,0,2
60.0,14,74.0,1,290.0,2,1
155.0,9,1426.0,3,-1.0,0,2
4856.0,18,151.0,1,-1.0,0,1
3145.0,28,1141.0,1,209.0,1,2
127.0,4,165.0,2,-1.0,0,1
-184.0,6,392.0,2,-1.0,0,1
3370.0,21,531.0,2,80.0,2,2
232.0,5,166.0,2,285.0,1,1
240.0,5,1123.0,1,-1.0,0,2
1598.0,10,634.0,1,-1.0,0,2
1841.0,15,880.0,4,-1.0,0,2
4168.0,16,47.0,1,-1.0,0,1
2232.0,13,121.0,1,-1.0,0,2
3608.0,13,176.0,2,197.0,2,2
343.0,25,87.0,4,-1.0,0,1
439.0,16,50.0,1,-1.0,0,1
4436.0,13,846.0,5,-1.0,0,2
2991.0,22,240.0,1,-1.0,0,2
270.0,9,123.0,1,-1.0,0,2
828.0,6,206.0,2,342.0,1,1
43.0,20,68.0,2,-1.0,0,1
229.0,9,1042.0,2,315.0,2,2
33.0,5,437.0,1,-1.0,0,1
1908.0,5,1661.0,2,-1.0,0,2
2673.0,27,219.0,4,-1.0,0,1
466.0,31,109.0,8,-1.0,0,1
0.0,19,303.0,3,-1.0,0,1
883.0,5,170.0,1,-1.0,0,1
2306.0,6,239.0,4,-1.0,0,2
-680.0,9,117.0,2,-1.0,0,1
168.0,8,513.0,1,-1.0,0,2
113.0,13,204.0,3,105.0,1,2
243.0,25,117.0,1,280.0,1,1
6403.0,22,208.0,2,-1.0,0,2
985.0,4,592.0,3,50.0,8,2
409.0,15,73.0,7,-1.0,0,1
1218.0,30,258.0,2,-1.0,0,1
45.0,10,1187.0,3,-1.0,0,2
9200.0,6,233.0,2,-1.0,0,1
8.0,7,125.0,1,-1.0,0,1
3810.0,16,262.0,1,183.0,1,2
1688.0,29,156.0,2,-1.0,0,1
1120.0,19,786.0,1,-1.0,0,1
267.0,11,198.0,5,-1.0,0,1
343.0,4,39.0,2,-1.0,0,1
855.0,16,578.0,1,-1.0,0,2
0.0,25,176.0,5,-1.0,0,1
1330.0,30,390.0,1,-1.0,0,2
846.0,13,85.0,2,370.0,2,1
739.0,21,316.0,1,-1.0,0,1
122.0,15,129.0,1,-1.0,0,1
0.0,4,242.0,5,-1.0,0,1
791.0,5,215.0,1,80.0,1,1
648.0,21,166.0,1,-1.0,0,1
2661.0,10,254.0,5,-1.0,0,2
1454.0,30,479.0,1,-1.0,0,1
3176.0,13,108.0,2,-1.0,0,2
83.0,30,69.0,6,-1.0,0,1
1887.0,12,168.0,2,-1.0,0,1
-160.0,20,15.0,26,-1.0,0,1
342.0,22,70.0,1,-1.0,0,1
1641.0,17,380.0,1,-1.0,0,1
3726.0,5,875.0,2,-1.0,0,2
2976.0,21,174.0,1,-1.0,0,1
0.0,17,76.0,2,-1.0,0,1
1614.0,17,534.0,4,-1.0,0,1
0.0,25,946.0,3,-1.0,0,2
867.0,2,230.0,3,-1.0,0,2
2642.0,25,591.0,3,-1.0,0,1
-309.0,26,269.0,1,-1.0,0,1
13.0,6,1019.0,2,-1.0,0,2
-522.0,5,670.0,2,286.0,6,2
-92.0,20,1617.0,1,-1.0,0,2
10.0,9,1692.0,2,-1.0,0,2
558.0,20,108.0,2,-1.0,0,1
675.0,25,81.0,2,-1.0,0,1
22.0,9,145.0,2,-1.0,0,1
368.0,7,197.0,2,-1.0,0,1
3025.0,7,476.0,1,352.0,1,2
1374.0,17,309.0,3,208.0,4,2
1570.0,8,277.0,4,286.0,1,2
873.0,23,145.0,4,-1.0,0,1
300.0,9,287.0,1,-1.0,0,1
105.0,28,76.0,1,-1.0,0,1
3395.0,7,199.0,2,-1.0,0,1
1377.0,3,248.0,1,446.0,2,2
283.0,6,199.0,1,-1.0,0,1
243.0,18,507.0,1,-1.0,0,2
280.0,4,562.0,3,168.0,2,1
1328.0,28,82.0,6,-1.0,0,1
1766.0,11,595.0,2,-1.0,0,2
531.0,17,187.0,2,-1.0,0,1
3486.0,28,23.0,10,-1.0,0,1
11891.0,4,821.0,5,242.0,1,2
793.0,15,123.0,1,365.0,1,1
1232.0,5,217.0,1,-1.0,0,1
2436.0,14,1397.0,3,-1.0,0,2
824.0,19,102.0,2,-1.0,0,1
3723.0,22,354.0,1,-1.0,0,2
0.0,5,1307.0,2,-1.0,0,1
955.0,17,221.0,3,-1.0,0,2
381.0,2,347.0,2,-1.0,0,1
1451.0,30,1097.0,15,-1.0,0,2
253.0,28,513.0,9,-1.0,0,2
40.0,8,419.0,2,-1.0,0,2
205.0,29,239.0,1,-1.0,0,1
778.0,6,1994.0,2,-1.0,0,1
79.0,9,1106.0,2,-1.0,0,2
5366.0,21,248.0,3,-1.0,0,1
677.0,12,253.0,3,334.0,2,1
0.0,3,299.0,1,-1.0,0,2
1711.0,30,234.0,1,-1.0,0,2
1231.0,4,230.0,1,93.0,7,2
371.0,9,107.0,5,-1.0,0,1
1508.0,23,281.0,1,-1.0,0,1
902.0,3,650.0,1,-1.0,0,2
0.0,2,854.0,1,-1.0,0,1
0.0,21,123.0,2,-1.0,0,1
9064.0,7,714.0,1,-1.0,0,2
-22.0,20,215.0,2,-1.0,0,1
-299.0,23,268.0,1,-1.0,0,1
0.0,30,342.0,3,22.0,3,2
2326.0,28,207.0,1,194.0,1,2
6684.0,5,173.0,1,-1.0,0,1
905.0,12,666.0,4,-1.0,0,2
4297.0,7,206.0,2,-1.0,0,2
260.0,4,453.0,2,273.0,2,1
74.0,15,101.0,4,-1.0,0,1
431.0,13,496.0,2,-1.0,0,2
0.0,19,188.0,4,-1.0,0,1
1331.0,5,268.0,1,-1.0,0,2
5000.0,16,177.0,5,-1.0,0,1
25.0,27,127.0,4,-1.0,0,1
184.0,3,167.0,1,-1.0,0,1
1808.0,28,250.0,3,-1.0,0,2
4416.0,29,245.0,3,-1.0,0,2
347.0,20,267.0,1,-1.0,0,2
0.0,28,558.0,1,-1.0,0,1
416.0,11,33.0,2,-1.0,0,1
5110.0,22,341.0,2,-1.0,0,2
3324.0,13,122.0,1,92.0,3,2
705.0,16,111.0,1,-1.0,0,1
2296.0,6,49.0,8,-1.0,0,1
826.0,12,885.0,1,-1.0,0,2
1088.0,26,149.0,1,-1.0,0,1
2656.0,14,238.0,1,-1.0,0,1
1708.0,6,310.0,1,75.0,4,2
149.0,23,893.0,3,-1.0,0,2
694.0,29,144.0,1,102.0,1,2
0.0,30,127.0,2,233.0,8,1
36.0,16,250.0,1,-1.0,0,1
8717.0,15,343.0,5,-1.0,0,1
76.0,13,747.0,2,371.0,3,2
5108.0,18,406.0,1,182.0,2,2
287.0,2,115.0,3,245.0,8,1
396.0,11,105.0,3,-1.0,0,1
2120.0,19,687.0,4,-1.0,0,2
588.0,18,366.0,1,91.0,2,2
-190.0,11,893.0,8,-1.0,0,2
1013.0,15,170.0,1,92.0,3,2
2845.0,19,1143.0,5,-1.0,0,2
5303.0,17,320.0,3,180.0,1,2
15161.0,2,74.0,1,120.0,1,2
0.0,14,1020.0,1,-1.0,0,2
0.0,27,297.0,1,75.0,3,2
-247.0,23,633.0,1,-1.0,0,2
1996.0,5,761.0,2,-1.0,0,2
578.0,4,48.0,1,-1.0,0,1
855.0,12,549.0,1,300.0,1,2
3651.0,20,142.0,3,-1.0,0,1
1750.0,30,687.0,1,9.0,3,2
384.0,28,191.0,2,-1.0,0,1
3505.0,17,434.0,2,-1.0,0,2
2420.0,19,166.0,1,-1.0,0,1
522.0,29,113.0,4,-1.0,0,1
48.0,18,161.0,1,173.0,1,2
789.0,11,93.0,1,190.0,2,1
145.0,6,124.0,2,9.0,2,1
431.0,17,388.0,9,-1.0,0,1
1103.0,22,274.0,6,-1.0,0,1
436.0,28,507.0,1,184.0,4,1
-240.0,28,160.0,3,-1.0,0,1
0.0,8,341.0,1,385.0,1,2
429.0,22,147.0,1,181.0,1,2
510.0,8,1767.0,2,-1.0,0,2
2384.0,30,196.0,2,-1.0,0,2
27.0,10,230.0,3,-1.0,0,2
1882.0,25,497.0,5,-1.0,0,2
-46.0,20,382.0,7,-1.0,0,2
766.0,15,457.0,2,-1.0,0,2
434.0,12,111.0,4,-1.0,0,1
43.0,2,95.0,3,-1.0,0,1
139.0,22,109.0,2,-1.0,0,1
469.0,20,89.0,2,-1.0,0,1
530.0,20,221.0,3,-1.0,0,1
5773.0,23,597.0,6,-1.0,0,2
3585.0,30,122.0,1,167.0,1,1
1023.0,21,150.0,3,-1.0,0,1
1047.0,21,438.0,1,184.0,3,2
-194.0,10,307.0,1,-1.0,0,1
-271.0,4,578.0,1,-1.0,0,2
753.0,21,730.0,8,-1.0,0,1
84.0,13,65.0,2,370.0,1,1
0.0,25,641.0,4,-1.0,0,2
775.0,22,860.0,2,177.0,7,2
-360.0,6,131.0,2,344.0,2,1
3401.0,20,253.0,1,-1.0,0,2
8180.0,19,312.0,1,-1.0,0,1
111.0,14,140.0,1,-1.0,0,1
611.0,16,390.0,2,-1.0,0,2
228.0,21,1017.0,6,-1.0,0,2
36686.0,30,295.0,1,-1.0,0,1
0.0,13,6.0,7,175.0,4,1
366.0,14,366.0,2,-1.0,0,2
62.0,3,678.0,2,252.0,1,1
2133.0,18,176.0,1,-1.0,0,1
3064.0,20,2453.0,2,-1.0,0,2
8.0,2,107.0,1,-1.0,0,1
121.0,5,245.0,5,-1.0,0,1
0.0,18,390.0,15,-1.0,0,1
2.0,15,153.0,2,-1.0,0,2
0.0,9,74.0,1,-1.0,0,1
1521.0,14,1125.0,2,-1.0,0,2
414.0,16,241.0,1,-1.0,0,2
1998.0,4,237.0,5,-1.0,0,2
490.0,28,207.0,8,98.0,1,2
7506.0,30,248.0,1,-1.0,0,2
1765.0,12,247.0,2,-1.0,0,1
6758.0,27,67.0,3,-1.0,0,1
1690.0,30,163.0,3,-1.0,0,1
0.0,16,387.0,1,-1.0,0,1
12956.0,2,940.0,1,399.0,3,2
57435.0,21,319.0,3,-1.0,0,1
139.0,30,241.0,1,-1.0,0,2
0.0,27,25.0,19,-1.0,0,1
2085.0,19,488.0,3,-1.0,0,1
2394.0,9,75.0,4,-1.0,0,1
262.0,18,393.0,4,-1.0,0,1
2405.0,23,216.0,8,-1.0,0,1
261.0,9,259.0,2,98.0,4,2
1315.0,20,329.0,4,-1.0,0,2
0.0,9,296.0,1,-1.0,0,1
313.0,14,958.0,1,-1.0,0,2
0.0,28,39.0,4,-1.0,0,1
715.0,26,217.0,1,-1.0,0,1
1332.0,12,156.0,1,-1.0,0,2
0.0,18,716.0,2,110.0,3,2
1914.0,7,126.0,3,-1.0,0,1
444.0,14,137.0,1,102.0,5,2
-370.0,21,748.0,1,-1.0,0,1
2047.0,28,57.0,5,-1.0,0,1
5326.0,17,116.0,2,-1.0,0,1
-37.0,5,173.0,1,-1.0,0,1
4401.0,31,465.0,4,-1.0,0,1
518.0,29,1917.0,2,-1.0,0,2
1576.0,29,253.0,3,-1.0,0,1
483.0,8,580.0,3,-1.0,0,2
188.0,23,181.0,16,-1.0,0,1
458.0,23,125.0,2,-1.0,0,1
576.0,18,762.0,3,-1.0,0,2
2152.0,30,134.0,1,121.0,1,1
1840.0,12,71.0,3,-1.0,0,1
1385.0,9,446.0,1,-1.0,0,1
11.0,13,489.0,5,-1.0,0,2
495.0,12,213.0,3,182.0,6,2
196.0,30,574.0,1,-1.0,0,2
413.0,13,240.0,1,179.0,2,2
346.0,11,237.0,1,180.0,6,2
73.0,5,142.0,2,-1.0,0,1
1156.0,28,141.0,7,-1.0,0,1
-225.0,6,319.0,2,-1.0,0,1
204.0,28,471.0,2,-1.0,0,2
164.0,7,398.0,1,-1.0,0,1
23.0,18,69.0,2,333.0,2,1
179.0,3,8.0,4,-1.0,0,1
0.0,17,139.0,3,-1.0,0,1
640.0,12,215.0,1,182.0,4,2
-22.0,8,70.0,1,-1.0,0,1
5679.0,9,701.0,4,-1.0,0,2
21.0,30,566.0,2,-1.0,0,2
352.0,20,58.0,5,-1.0,0,1
1196.0,20,552.0,5,-1.0,0,2
-14.0,20,121.0,3,-1.0,0,1
241.0,7,308.0,2,-1.0,0,2
1760.0,18,855.0,4,-1.0,0,2
1713.0,30,855.0,2,-1.0,0,2
203.0,23,608.0,3,179.0,2,2
502.0,16,136.0,2,-1.0,0,2
488.0,6,110.0,2,-1.0,0,1
550.0,19,337.0,1,-1.0,0,2
3290.0,12,430.0,1,50.0,3,2
4023.0,7,131.0,2,-1.0,0,1
195.0,18,220.0,1,63.0,5,2
1445.0,26,328.0,2,143.0,2,2
1519.0,19,230.0,1,92.0,1,2
624.0,17,336.0,2,183.0,2,2
261.0,3,88.0,5,251.0,3,1
1433.0,8,182.0,2,366.0,1,1
0.0,6,767.0,1,-1.0,0,2
1906.0,16,174.0,17,-1.0,0,1
4608.0,12,212.0,1,-1.0,0,2
2805.0,23,212.0,2,-1.0,0,1
3696.0,12,758.0,4,-1.0,0,2
43.0,10,232.0,1,-1.0,0,2
777.0,7,263.0,1,-1.0,0,1
0.0,7,110.0,1,-1.0,0,1
5511.0,26,414.0,2,389.0,1,2
4.0,20,709.0,9,-1.0,0,1
16430.0,19,234.0,1,166.0,3,1
-103.0,17,3253.0,1,-1.0,0,2
259.0,18,12.0,2,-1.0,0,1
7032.0,17,102.0,1,-1.0,0,1
1403.0,9,14.0,1,-1.0,0,1
1672.0,25,148.0,1,-1.0,0,1
4500.0,11,733.0,2,-1.0,0,2
934.0,18,909.0,3,-1.0,0,1
0.0,9,17.0,1,-1.0,0,1
7938.0,17,133.0,1,-1.0,0,1
7.0,15,87.0,1,-1.0,0,1
2331.0,11,425.0,1,183.0,2,2
303.0,18,252.0,1,92.0,1,2
9687.0,29,936.0,1,-1.0,0,1
3391.0,21,243.0,1,-1.0,0,2
193.0,29,116.0,2,-1.0,0,1
8821.0,14,167.0,1,-1.0,0,1
309.0,7,1574.0,2,-1.0,0,2
-1038.0,23,222.0,1,-1.0,0,1
947.0,8,124.0,2,-1.0,0,1
-509.0,6,124.0,1,-1.0,0,1
0.0,4,1165.0,1,-1.0,0,2
382.0,13,256.0,2,92.0,3,2
1019.0,4,155.0,1,234.0,1,1
394.0,29,551.0,2,-1.0,0,1
241.0,12,211.0,5,-1.0,0,1
817.0,14,517.0,1,282.0,4,2
4367.0,3,65.0,1,96.0,1,1
0.0,14,81.0,2,-1.0,0,1
73.0,30,374.0,1,79.0,1,1
381.0,15,951.0,1,-1.0,0,1
298.0,20,216.0,1,-1.0,0,1
82.0,31,134.0,5,-1.0,0,1
61.0,24,286.0,4,-1.0,0,1
1767.0,9,483.0,4,239.0,7,2
-407.0,27,46.0,1,-1.0,0,1
0.0,7,487.0,1,-1.0,0,1
3982.0,20,206.0,1,-1.0,0,2
-146.0,20,239.0,2,-1.0,0,1
760.0,20,9.0,13,-1.0,0,1
10787.0,4,135.0,2,-1.0,0,1
373.0,11,819.0,2,-1.0,0,2
1177.0,8,243.0,4,-1.0,0,2
192.0,7,320.0,1,-1.0,0,1
257.0,12,955.0,2,-1.0,0,2
89.0,2,51.0,4,-1.0,0,1
1894.0,15,189.0,1,-1.0,0,1
1438.0,27,321.0,1,449.0,1,2
699.0,28,396.0,1,-1.0,0,1
-495.0,11,51.0,6,-1.0,0,1
514.0,4,673.0,6,90.0,1,2
0.0,7,172.0,2,-1.0,0,1
9143.0,29,851.0,2,-1.0,0,1
1615.0,14,178.0,8,174.0,3,1
1434.0,21,50.0,2,-1.0,0,1
952.0,2,310.0,1,-1.0,0,2
2.0,25,174.0,10,-1.0,0,1
3798.0,17,1208.0,1,-1.0,0,2
902.0,27,106.0,2,-1.0,0,1
-152.0,26,14.0,11,-1.0,0,1
-40.0,15,311.0,1,368.0,2,2
716.0,5,444.0,2,-1.0,0,1
792.0,25,630.0,7,-1.0,0,2
734.0,17,1208.0,3,-1.0,0,1
221.0,2,93.0,1,235.0,1,1
2984.0,20,11.0,3,-1.0,0,1
-6.0,29,362.0,2,-1.0,0,1
246.0,17,453.0,2,-1.0,0,2
219.0,29,161.0,1,-1.0,0,1
2367.0,22,173.0,2,181.0,4,2
-41.0,20,8.0,3,-1.0,0,1
-305.0,20,83.0,3,-1.0,0,1
536.0,22,234.0,1,92.0,1,2
1804.0,23,206.0,1,-1.0,0,1
146.0,6,294.0,1,305.0,15,1
1205.0,15,129.0,1,188.0,2,1
5.0,17,840.0,3,-1.0,0,2
2160.0,8,261.0,1,98.0,1,2
-370.0,27,98.0,1,-1.0,0,1
16.0,17,158.0,2,-1.0,0,1
336.0,14,260.0,3,457.0,1,2
2383.0,13,379.0,6,-1.0,0,2
1818.0,12,120.0,1,104.0,1,1
1458.0,30,281.0,1,-1.0,0,2
7613.0,18,355.0,3,-1.0,0,2
446.0,8,594.0,4,331.0,1,1
-779.0,22,112.0,2,-1.0,0,1
104.0,27,86.0,5,-1.0,0,1
5514.0,22,181.0,1,-1.0,0,2
37.0,18,155.0,2,-1.0,0,1
199.0,7,1689.0,4,-1.0,0,2
82.0,29,45.0,4,-1.0,0,1
827.0,6,254.0,1,267.0,4,1
39.0,30,354.0,3,-1.0,0,1
0.0,20,1023.0,3,-1.0,0,2
0.0,16,16.0,25,-1.0,0,1
1588.0,6,728.0,1,-1.0,0,2
737.0,13,100.0,2,-1.0,0,1
2686.0,15,808.0,3,-1.0,0,2
1989.0,17,344.0,2,-1.0,0,1
0.0,23,541.0,2,-1.0,0,1
4291.0,7,1321.0,9,-1.0,0,2
284.0,29,717.0,3,-1.0,0,2
1696.0,6,486.0,1,-1.0,0,2
0.0,21,183.0,2,-1.0,0,1
72.0,8,80.0,1,-1.0,0,1
654.0,25,615.0,4,-1.0,0,2
94.0,22,579.0,2,-1.0,0,2
2283.0,6,303.0,2,92.0,4,2
388.0,25,272.0,1,-1.0,0,2
982.0,20,650.0,3,-1.0,0,2
2823.0,14,858.0,1,-1.0,0,2
0.0,16,46.0,1,-1.0,0,1
133.0,9,338.0,4,-1.0,0,1
398.0,13,716.0,1,-1.0,0,2
312.0,25,612.0,7,-1.0,0,2
943.0,30,512.0,1,-1.0,0,2
-887.0,18,827.0,2,-1.0,0,2
8.0,15,155.0,6,-1.0,0,1
-21.0,18,68.0,2,368.0,3,1
253.0,20,345.0,1,-1.0,0,2
133.0,15,171.0,1,-1.0,0,2
1950.0,4,498.0,1,-1.0,0,1
4243.0,30,416.0,2,-1.0,0,2
0.0,19,952.0,4,-1.0,0,2
676.0,7,1182.0,1,-1.0,0,2
464.0,10,317.0,2,518.0,1,2
20422.0,12,90.0,2,-1.0,0,1
482.0,14,413.0,1,181.0,3,2
1076.0,5,136.0,10,-1.0,0,2
113.0,17,266.0,1,-1.0,0,2
1551.0,8,389.0,7,-1.0,0,1
