V6,V10,V12,V13,V14,V15,Class
407.0,2,200.0,1,271.0,1,1
438.0,23,279.0,1,-1.0,0,2
2515.0,20,40.0,3,-1.0,0,1
197.0,16,251.0,3,-1.0,0,1
8032.0,20,73.0,1,-1.0,0,1
402.0,13,813.0,2,-1.0,0,1
0.0,3,251.0,1,-1.0,0,2
188.0,5,1865.0,2,-1.0,0,2
8.0,23,95.0,1,-1.0,0,1
962.0,8,568.0,1,-1.0,0,2
619.0,6,460.0,4,-1.0,0,2
3323.0,9,337.0,2,-1.0,0,1
366.0,5,150.0,1,-1.0,0,1
343.0,25,616.0,5,-1.0,0,2
490.0,2,491.0,1,-1.0,0,1
733.0,4,360.0,2,105.0,5,2
0.0,5,159.0,2,-1.0,0,2
1313.0,12,176.0,1,21.0,6,1
0.0,29,171.0,1,-1.0,0,2
1086.0,20,1112.0,3,-1.0,0,2
162.0,1,531.0,2,-1.0,0,2
802.0,9,241.0,1,181.0,5,2
91.0,3,213.0,1,185.0,1,2
280.0,5,193.0,2,-1.0,0,1
1600.0,11,1244.0,1,-1.0,0,2
1946.0,16,486.0,1,-1.0,0,2
-96.0,12,38.0,6,-1.0,0,1
0.0,28,431.0,2,-1.0,0,2
57.0,23,104.0,5,-1.0,0,1
164.0,15,188.0,3,-1.0,0,1
58.0,16,136.0,2,-1.0,0,1
700.0,30,169.0,1,80.0,2,2
935.0,14,65.0,2,-1.0,0,1
216.0,8,363.0,1,187.0,1,2
0.0,18,431.0,6,-1.0,0,1
129.0,2,110.0,2,222.0,2,1
3301.0,17,2621.0,3,-1.0,0,2
2.0,2,228.0,4,390.0,2,2
0.0,14,119.0,3,-1.0,0,1
2725.0,16,292.0,1,504.0,1,2
13.0,20,76.0,1,-1.0,0,2
5.0,30,84.0,6,-1.0,0,1
4578.0,2,100.0,1,-1.0,0,1
140.0,15,760.0,1,-1.0,0,2
48.0,3,539.0,1,-1.0,0,2
332.0,9,179.0,1,-1.0,0,2
196.0,17,88.0,1,-1.0,0,2
1316.0,5,285.0,1,-1.0,0,1
579.0,6,198.0,2,-1.0,0,1
1341.0,22,46.0,8,-1.0,0,1
2454.0,14,373.0,2,-1.0,0,1
6835.0,19,187.0,1,152.0,2,1
352.0,4,94.0,2,-1.0,0,1
13014.0,13,738.0,1,-1.0,0,2
3490.0,29,643.0,2,-1.0,0,2
15.0,22,199.0,1,-1.0,0,1
4413.0,29,77.0,35,-1.0,0,1
8.0,8,116.0,2,-1.0,0,1
2489.0,15,323.0,2,163.0,2,2
1354.0,14,1723.0,1,356.0,2,2
123.0,22,313.0,1,-1.0,0,2
466.0,4,297.0,1,-1.0,0,1
1161.0,16,119.0,1,-1.0,0,1
4.0,27,51.0,3,-1.0,0,1
4333.0,20,163.0,1,-1.0,0,2
2143.0,28,59.0,1,268.0,1,1
863.0,3,67.0,3,-1.0,0,1
-79.0,7,70.0,1,-1.0,0,1
935.0,1,150.0,1,-1.0,0,1
1064.0,13,562.0,1,-1.0,0,2
539.0,14,121.0,2,-1.0,0,1
-119.0,5,104.0,2,-1.0,0,1
305.0,28,26.0,26,-1.0,0,1
3370.0,2,160.0,2,-1.0,0,2
640.0,29,636.0,2,-1.0,0,2
913.0,19,433.0,2,-1.0,0,1
-189.0,17,538.0,2,-1.0,0,2
90.0,2,252.0,4,-1.0,0,1
75.0,25,111.0,1,-1.0,0,1
8.0,18,398.0,1,370.0,2,1
2678.0,30,1011.0,6,-1.0,0,2
5037.0,23,252.0,9,185.0,5,2
1370.0,12,174.0,1,-1.0,0,1
306.0,20,102.0,3,-1.0,0,1
1242.0,2,183.0,3,-1.0,0,1
725.0,5,1916.0,2,189.0,29,2
1939.0,23,172.0,1,-1.0,0,2
5845.0,14,1060.0,2,-1.0,0,2
57.0,25,188.0,5,-1.0,0,1
678.0,4,85.0,3,-1.0,0,1
1405.0,17,753.0,2,-1.0,0,2
0.0,15,432.0,1,-1.0,0,1
1256.0,20,26.0,29,-1.0,0,1
1468.0,31,237.0,3,-1.0,0,2
10236.0,20,10.0,3,-1.0,0,1
2667.0,2,73.0,2,-1.0,0,1
-36.0,28,389.0,4,-1.0,0,1
480.0,8,140.0,1,-1.0,0,2
540.0,19,124.0,2,-1.0,0,1
0.0,21,47.0,2,-1.0,0,1
-19.0,13,829.0,1,296.0,11,2
1085.0,27,130.0,10,-1.0,0,1
0.0,16,261.0,2,-1.0,0,2
113.0,12,328.0,2,183.0,4,2
101.0,7,217.0,3,-1.0,0,1
837.0,4,329.0,1,-1.0,0,1
1947.0,2,225.0,2,123.0,5,2
-239.0,23,29.0,1,-1.0,0,1
556.0,13,733.0,6,-1.0,0,1
174.0,15,241.0,1,364.0,1,1
33.0,24,901.0,2,-1.0,0,2
0.0,29,1707.0,2,-1.0,0,2
0.0,13,127.0,2,-1.0,0,1
5432.0,17,707.0,1,149.0,2,1
1794.0,20,1035.0,1,-1.0,0,2
7050.0,10,278.0,3,187.0,1,2
676.0,30,156.0,4,-1.0,0,1
1070.0,30,381.0,1,160.0,2,2
56.0,2,275.0,1,258.0,1,1
2365.0,26,159.0,3,-1.0,0,1
687.0,17,772.0,1,-1.0,0,2
96.0,30,729.0,4,-1.0,0,2
927.0,30,427.0,3,-1.0,0,2
917.0,16,107.0,2,-1.0,0,1
1776.0,15,220.0,1,207.0,1,2
932.0,16,944.0,1,318.0,1,2
255.0,24,562.0,2,183.0,10,2
51.0,17,1319.0,5,-1.0,0,2
0.0,3,164.0,2,-1.0,0,1
1241.0,18,194.0,2,-1.0,0,2
964.0,8,174.0,1,-1.0,0,1
126.0,23,75.0,10,-1.0,0,1
0.0,18,464.0,1,94.0,2,2
432.0,3,180.0,3,-1.0,0,1
1346.0,28,240.0,3,-1.0,0,1
892.0,15,234.0,1,-1.0,0,1
-720.0,17,638.0,16,-1.0,0,1
221.0,13,669.0,1,355.0,4,2
10943.0,16,292.0,1,-1.0,0,2
8180.0,14,854.0,2,360.0,1,2
39.0,19,123.0,5,-1.0,0,1
994.0,6,211.0,1,90.0,6,2
5887.0,2,181.0,3,293.0,2,2
2360.0,3,152.0,2,160.0,5,2
54.0,21,226.0,1,-1.0,0,1
2121.0,16,281.0,1,342.0,2,1
320.0,21,294.0,3,315.0,4,2
5715.0,17,1127.0,5,184.0,3,2
238.0,6,101.0,1,362.0,5,1
3002.0,28,176.0,2,-1.0,0,1
2304.0,20,257.0,2,-1.0,0,1
39.0,21,64.0,1,-1.0,0,1
-1.0,20,151.0,1,-1.0,0,1
176.0,29,131.0,1,-1.0,0,1
1853.0,10,520.0,1,181.0,2,2
205.0,14,87.0,3,184.0,2,2
125.0,4,200.0,1,91.0,1,1
995.0,27,131.0,2,-1.0,0,2
2769.0,11,94.0,2,-1.0,0,1
1948.0,29,106.0,2,269.0,2,2
935.0,31,8.0,17,-1.0,0,1
483.0,6,207.0,2,199.0,6,2
2856.0,21,165.0,2,-1.0,0,1
9001.0,5,170.0,1,-1.0,0,2
-468.0,30,540.0,8,-1.0,0,2
484.0,15,83.0,6,187.0,3,2
1538.0,29,710.0,2,-1.0,0,2
328.0,20,537.0,2,-1.0,0,1
3158.0,3,144.0,2,-1.0,0,2
10086.0,21,110.0,2,-1.0,0,2
3188.0,30,288.0,3,-1.0,0,1
3608.0,30,252.0,1,168.0,1,2
10185.0,12,251.0,1,186.0,3,2
274.0,1,351.0,3,-1.0,0,2
209.0,22,126.0,4,-1.0,0,1
4300.0,25,99.0,6,-1.0,0,1
99.0,4,767.0,2,-1.0,0,2
70.0,8,813.0,1,-1.0,0,2
2442.0,4,97.0,1,-1.0,0,1
6.0,4,121.0,4,-1.0,0,2
-88.0,26,225.0,1,-1.0,0,1
-20.0,29,814.0,2,-1.0,0,2
547.0,9,96.0,6,-1.0,0,1
4198.0,25,234.0,1,-1.0,0,2
780.0,20,447.0,2,-1.0,0,1
3160.0,26,688.0,2,-1.0,0,2
238.0,4,139.0,1,92.0,3,2
305.0,7,140.0,1,99.0,1,1
59.0,23,293.0,2,-1.0,0,1
1012.0,15,109.0,3,-1.0,0,1
1532.0,11,61.0,2,-1.0,0,1
3463.0,13,371.0,2,166.0,3,2
1664.0,2,257.0,3,-1.0,0,2
1441.0,4,80.0,2,-1.0,0,2
225.0,7,866.0,2,-1.0,0,1
413.0,15,148.0,1,345.0,4,1
802.0,22,569.0,1,-1.0,0,2
984.0,29,109.0,1,-1.0,0,1
132.0,27,187.0,2,71.0,1,2
0.0,26,1472.0,1,192.0,4,2
4070.0,6,140.0,2,-1.0,0,1
364.0,30,306.0,2,-1.0,0,2
-587.0,26,111.0,1,-1.0,0,1
392.0,7,276.0,2,-1.0,0,2
1989.0,20,106.0,2,-1.0,0,1
817.0,16,806.0,3,183.0,5,2
618.0,4,69.0,1,-1.0,0,1
1604.0,7,625.0,1,-1.0,0,2
